Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2060	577.084,388439
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2059	572.283,935791
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2058	567.432,061414
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2057	562.680,381541
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2056	558.336,818124
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2055	557.354,717098
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2054	560.262,102835
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2053	569.490,992216
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2052	571.150,599272
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2051	585.886,128355
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2050	598.430,386521
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2049	617.792,502700
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2048	634.290,194369
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2047	642.501,911757
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2046	648.318,433358
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2045	643.677,281137
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2044	667.237,685811
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2043	678.476,365979
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2042	688.743,068184
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2041	696.624,632150
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2040	718.426,518750
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2039	700.266,131160
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2038	696.859,149841
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2037	689.293,765651
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2036	687.248,019539
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2035	678.383,079581
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2034	659.852,196863
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2033	653.246,435433
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2032	650.496,541075
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2031	633.348,606746
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2030	613.495,902642
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2029	611.724,482947
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2028	595.588,688999
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2027	584.342,733269
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2026	575.000,427545
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2025	571.518,122134
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	31 años	2024	567.880,000000
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2074	640.027,327119
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2073	638.792,281591
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2072	636.909,115664
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2071	634.473,091711
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2070	629.970,708857
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2069	625.140,742127
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2068	620.131,005818
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2067	615.091,479880
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2066	610.131,482822
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2065	605.279,405839
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2064	600.527,148867
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2063	595.842,458457
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2062	591.157,177287
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2061	586.409,761816
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2060	581.571,183174
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2059	576.673,409109
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2058	571.867,131093
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2057	567.459,960036
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2056	566.417,521764
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2055	569.272,342656
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2054	578.298,672182
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2053	579.892,797918
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2052	594.498,806618
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2051	606.896,048536
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2050	626.079,904354
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2049	642.421,531737
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2048	650.533,991597
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2047	656.272,463636
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2046	651.624,065943
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2045	675.027,849347
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2044	686.159,120076
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2043	696.287,790212
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2042	704.040,395303
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2041	725.643,985973
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2040	707.458,470342
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2039	703.930,326984
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2038	696.235,772308
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2037	694.076,924782
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2036	685.284,204536
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2035	666.996,704705
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2034	660.693,585219
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2033	658.377,583766
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2032	642.078,894091
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2031	623.432,728567
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2030	622.974,283589
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2029	608.531,118437
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2028	599.012,276805
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2027	591.357,533319
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2026	589.210,881847
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2025	585.871,369616
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	32 años	2024	565.358,000000
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	33 años	2074	647.885,328993
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	33 años	2073	645.977,027110
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	33 años	2072	643.523,802658
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	33 años	2071	639.017,225855
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	33 años	2070	634.183,216744
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	33 años	2069	629.167,576636
