id,age,job,marital,education,producto,is_in_default,balance
1515,54.0,technician,married,secondary,credito_deposit,0.0,3994
1516,50.0,management,married,tertiary,deposit,0.0,469
1517,32.0,technician,single,tertiary,hipoteca__deposit,0.0,932
1518,28.0,student,single,tertiary,deposit,0.0,844
1519,40.0,services,divorced,primary,hipoteca__deposit,0.0,471
1520,34.0,admin.,single,secondary,hipoteca__deposit,0.0,63
1521,52.0,retired,divorced,primary,hipoteca_credito_deposit,0.0,-779
1522,35.0,blue-collar,married,secondary,hipoteca__deposit,0.0,293
1523,32.0,management,divorced,tertiary,hipoteca__deposit,0.0,294
1524,60.0,management,married,tertiary,deposit,0.0,13546
1525,34.0,blue-collar,married,primary,hipoteca__deposit,0.0,329
1526,30.0,admin.,single,secondary,hipoteca__deposit,0.0,69
1527,39.0,self-employed,married,tertiary,hipoteca_credito_deposit,0.0,-3058
1528,40.0,services,single,secondary,hipoteca__deposit,0.0,224
1529,38.0,management,married,tertiary,deposit,0.0,165
1530,35.0,management,single,tertiary,hipoteca__deposit,0.0,397
1531,37.0,blue-collar,married,primary,hipoteca__deposit,0.0,3154
1532,29.0,technician,married,secondary,hipoteca__deposit,0.0,1180
1533,36.0,technician,single,secondary,hipoteca__deposit,1.0,-487
1534,34.0,management,married,secondary,hipoteca__deposit,1.0,879
1535,33.0,technician,married,secondary,deposit,0.0,806
1536,29.0,technician,single,secondary,deposit,0.0,674
1537,33.0,management,married,tertiary,hipoteca__deposit,0.0,0
1538,41.0,self-employed,married,secondary,hipoteca__deposit,0.0,323
1539,74.0,retired,married,secondary,deposit,0.0,921
1540,53.0,technician,married,secondary,hipoteca__deposit,0.0,5303
1541,38.0,admin.,married,secondary,hipoteca_credito_deposit,0.0,0
1542,41.0,technician,married,secondary,deposit,0.0,4004
1543,52.0,technician,married,secondary,deposit,0.0,386
1544,40.0,technician,married,primary,hipoteca__deposit,0.0,284
1545,32.0,entrepreneur,married,secondary,hipoteca__deposit,0.0,-242
1546,28.0,technician,married,secondary,hipoteca__deposit,0.0,1086
1547,28.0,management,single,secondary,deposit,0.0,2840
1548,35.0,management,married,tertiary,hipoteca__deposit,0.0,43
1549,46.0,management,married,primary,hipoteca__deposit,0.0,3229
1550,50.0,unknown,married,primary,hipoteca_credito_deposit,0.0,341
1551,44.0,blue-collar,single,secondary,deposit,0.0,0
1552,29.0,blue-collar,divorced,secondary,hipoteca__deposit,0.0,-19
1553,61.0,retired,married,secondary,deposit,0.0,243
1554,70.0,retired,married,secondary,deposit,0.0,2575
1555,44.0,blue-collar,married,secondary,hipoteca__deposit,1.0,105
1556,59.0,management,married,tertiary,hipoteca_credito_deposit,0.0,0
1557,45.0,blue-collar,married,primary,hipoteca_credito_deposit,1.0,-443
1558,39.0,technician,married,tertiary,deposit,0.0,1524
1559,36.0,blue-collar,married,primary,hipoteca__deposit,0.0,1925
1560,78.0,retired,married,primary,deposit,0.0,240
1561,28.0,technician,single,tertiary,hipoteca__deposit,0.0,387
1562,50.0,self-employed,divorced,tertiary,hipoteca__deposit,0.0,13
1563,73.0,retired,divorced,tertiary,deposit,0.0,3203
1564,34.0,management,married,tertiary,deposit,0.0,606
1565,28.0,student,single,secondary,deposit,0.0,0
1566,42.0,admin.,divorced,secondary,credito_deposit,0.0,527
1567,54.0,unemployed,divorced,secondary,deposit,0.0,309
1568,27.0,blue-collar,married,secondary,deposit,0.0,4333
1569,73.0,retired,married,primary,deposit,0.0,253
1570,33.0,management,single,tertiary,deposit,0.0,6807
1571,51.0,entrepreneur,married,tertiary,deposit,0.0,83
1572,32.0,management,single,tertiary,hipoteca__deposit,0.0,819
1573,33.0,technician,married,secondary,hipoteca__deposit,0.0,1968
1574,26.0,services,single,secondary,deposit,0.0,136
1575,32.0,technician,single,secondary,hipoteca__deposit,0.0,1995
1576,41.0,blue-collar,divorced,primary,hipoteca__deposit,0.0,285
1577,39.0,blue-collar,married,unknown,hipoteca__deposit,0.0,621
1578,24.0,student,single,secondary,hipoteca__deposit,0.0,597
1579,37.0,blue-collar,divorced,secondary,hipoteca__deposit,0.0,0
1580,35.0,management,single,tertiary,hipoteca__deposit,0.0,1750
1581,26.0,student,single,tertiary,deposit,0.0,10086
1582,29.0,technician,single,secondary,deposit,0.0,3466
1583,63.0,retired,married,unknown,deposit,0.0,2193
1584,95.0,retired,divorced,primary,deposit,0.0,2282
1585,65.0,retired,married,tertiary,deposit,0.0,1973
1586,59.0,technician,married,secondary,deposit,0.0,10925
1587,35.0,management,single,tertiary,deposit,0.0,704
1588,74.0,retired,married,secondary,deposit,0.0,9480
1589,56.0,unemployed,married,primary,deposit,0.0,3391
1590,26.0,student,single,tertiary,deposit,0.0,1134
1591,30.0,blue-collar,single,unknown,deposit,0.0,6281
1592,29.0,self-employed,married,secondary,credito_deposit,0.0,123
1593,78.0,retired,married,primary,deposit,0.0,8556
1594,45.0,unknown,divorced,unknown,deposit,0.0,0
1595,29.0,blue-collar,single,secondary,hipoteca_credito_deposit,0.0,2
1596,39.0,admin.,married,tertiary,deposit,0.0,1108
1597,45.0,management,married,tertiary,deposit,0.0,212
1598,45.0,technician,married,tertiary,deposit,0.0,5110
1599,36.0,student,single,secondary,deposit,0.0,17
1600,41.0,unknown,single,unknown,deposit,0.0,942
1601,38.0,technician,married,secondary,hipoteca__deposit,0.0,0
1602,33.0,admin.,married,tertiary,deposit,0.0,882
1603,30.0,services,married,tertiary,deposit,0.0,81
1604,65.0,retired,married,primary,deposit,0.0,276
1605,75.0,retired,married,tertiary,deposit,0.0,2991
1606,65.0,management,divorced,tertiary,hipoteca__deposit,0.0,90
1607,53.0,management,married,tertiary,deposit,0.0,3754
1608,40.0,management,married,primary,hipoteca__deposit,0.0,395
1609,31.0,admin.,single,tertiary,hipoteca__deposit,0.0,676
1610,25.0,student,single,secondary,deposit,0.0,8
1611,37.0,technician,married,secondary,hipoteca__deposit,0.0,0
1612,32.0,management,single,tertiary,deposit,0.0,2069
1613,45.0,management,married,tertiary,deposit,0.0,506
1614,35.0,management,married,tertiary,deposit,0.0,8
1615,74.0,retired,married,primary,deposit,0.0,670
1616,37.0,management,married,tertiary,hipoteca__deposit,0.0,0
1617,59.0,blue-collar,married,primary,deposit,0.0,1939
1618,76.0,management,married,unknown,hipoteca__deposit,0.0,1780
1619,25.0,blue-collar,single,secondary,deposit,0.0,0
1620,27.0,services,single,secondary,deposit,0.0,955
1621,39.0,admin.,married,secondary,deposit,0.0,732
1622,24.0,services,single,unknown,deposit,0.0,2022
1623,28.0,blue-collar,single,tertiary,deposit,0.0,4099
1624,51.0,management,married,tertiary,deposit,0.0,4917
1625,66.0,retired,married,primary,deposit,0.0,2883
1626,28.0,unemployed,single,primary,deposit,0.0,1374
1627,30.0,management,single,tertiary,deposit,0.0,398
1628,58.0,blue-collar,married,secondary,hipoteca__deposit,0.0,3027
1629,32.0,management,single,tertiary,hipoteca__deposit,0.0,2974
1630,31.0,technician,single,tertiary,deposit,0.0,1081
1631,71.0,technician,married,tertiary,deposit,0.0,383
1632,37.0,admin.,married,tertiary,hipoteca__deposit,0.0,3913
1633,56.0,management,divorced,tertiary,deposit,0.0,3287
1634,65.0,retired,married,primary,deposit,0.0,3629
1635,72.0,self-employed,married,tertiary,deposit,0.0,132
1636,51.0,admin.,single,secondary,hipoteca__deposit,0.0,726
1637,35.0,blue-collar,married,secondary,hipoteca__deposit,0.0,149
1638,34.0,blue-collar,married,secondary,hipoteca__deposit,0.0,640
1639,29.0,admin.,married,secondary,hipoteca__deposit,0.0,7707
1640,30.0,technician,single,tertiary,deposit,0.0,53
1641,39.0,technician,single,secondary,hipoteca__deposit,0.0,15
1642,45.0,management,married,tertiary,deposit,0.0,242
1643,28.0,admin.,single,secondary,deposit,0.0,377
1644,52.0,unemployed,married,secondary,deposit,0.0,94
1645,59.0,retired,married,primary,deposit,0.0,363
1646,38.0,services,married,secondary,hipoteca__deposit,0.0,1970
1647,47.0,technician,married,secondary,hipoteca__deposit,0.0,1167
1648,52.0,management,married,tertiary,deposit,0.0,193
1649,38.0,management,married,tertiary,hipoteca__deposit,0.0,0
1650,29.0,student,single,secondary,deposit,0.0,78
1651,36.0,unemployed,single,tertiary,deposit,0.0,1291
1652,58.0,retired,married,tertiary,deposit,0.0,1425
1653,31.0,technician,married,tertiary,deposit,0.0,3382
1654,59.0,retired,divorced,secondary,hipoteca__deposit,0.0,5583
1655,47.0,blue-collar,married,secondary,hipoteca__deposit,0.0,1230
1656,36.0,admin.,married,secondary,deposit,0.0,96
1657,21.0,student,single,secondary,deposit,0.0,224
1658,23.0,student,single,secondary,deposit,0.0,0
1659,47.0,blue-collar,married,secondary,hipoteca__deposit,0.0,1730
1660,29.0,management,single,tertiary,deposit,0.0,697
1661,25.0,management,single,tertiary,deposit,0.0,943
1662,37.0,technician,married,secondary,deposit,0.0,1458
1663,33.0,admin.,married,secondary,hipoteca__deposit,0.0,95
1664,59.0,technician,married,secondary,deposit,0.0,2308
1665,58.0,management,divorced,tertiary,deposit,0.0,5701
1666,44.0,blue-collar,married,unknown,hipoteca__deposit,0.0,1529
1667,48.0,blue-collar,married,secondary,deposit,0.0,292
1668,34.0,self-employed,married,primary,hipoteca_credito_deposit,0.0,7468
1669,42.0,technician,married,unknown,deposit,0.0,1559
1670,54.0,admin.,divorced,secondary,deposit,0.0,1693
1671,42.0,technician,married,tertiary,deposit,0.0,757
1672,42.0,blue-collar,married,primary,hipoteca__deposit,0.0,201
1673,44.0,self-employed,divorced,tertiary,hipoteca__deposit,0.0,1070
1674,37.0,blue-collar,married,secondary,deposit,0.0,1330
1675,29.0,student,single,secondary,deposit,0.0,314
1676,47.0,unknown,married,unknown,deposit,0.0,677
1677,24.0,management,single,tertiary,deposit,0.0,2845
1678,34.0,admin.,single,secondary,credito_deposit,0.0,-32
1679,30.0,management,single,tertiary,deposit,0.0,398
1680,46.0,technician,married,secondary,deposit,0.0,0
1681,34.0,services,married,secondary,deposit,0.0,1337
1682,59.0,retired,married,secondary,deposit,0.0,493
1683,35.0,management,single,tertiary,hipoteca__deposit,0.0,1750
1684,33.0,technician,married,tertiary,deposit,0.0,4401
1685,35.0,management,married,tertiary,hipoteca__deposit,0.0,193
1686,37.0,management,married,tertiary,deposit,0.0,5106
1687,35.0,admin.,single,tertiary,deposit,0.0,994
1688,38.0,technician,single,tertiary,deposit,0.0,1101
1689,33.0,blue-collar,single,unknown,hipoteca_credito_deposit,0.0,129
1690,42.0,management,married,tertiary,hipoteca__deposit,0.0,6060
1691,33.0,management,married,tertiary,deposit,0.0,55
1692,53.0,management,married,tertiary,deposit,0.0,1624
1693,53.0,services,married,secondary,deposit,0.0,341
1694,31.0,management,single,tertiary,deposit,0.0,2016
1695,26.0,admin.,single,secondary,deposit,0.0,255
1696,30.0,technician,single,secondary,hipoteca__deposit,0.0,4684
1697,24.0,admin.,single,secondary,deposit,0.0,1052
1698,28.0,management,single,tertiary,deposit,0.0,1808
1699,26.0,unemployed,single,tertiary,deposit,0.0,3511
1700,35.0,technician,married,secondary,hipoteca__deposit,0.0,518
1701,28.0,technician,single,secondary,deposit,0.0,227
1702,30.0,admin.,single,secondary,deposit,0.0,270
1703,32.0,management,married,tertiary,deposit,0.0,4733
1704,52.0,self-employed,married,tertiary,deposit,0.0,6657
1705,38.0,management,married,tertiary,deposit,0.0,613
1706,34.0,self-employed,single,tertiary,deposit,0.0,5462
1707,29.0,technician,single,secondary,deposit,0.0,674
1708,30.0,management,single,tertiary,deposit,0.0,364
1709,31.0,services,single,secondary,deposit,0.0,181
1710,24.0,student,single,primary,deposit,0.0,474
1711,25.0,management,single,tertiary,deposit,0.0,219
1712,47.0,management,single,tertiary,deposit,0.0,86
1713,33.0,student,single,unknown,deposit,0.0,1170
1714,34.0,admin.,single,tertiary,hipoteca_credito_deposit,0.0,18
1715,36.0,technician,single,tertiary,deposit,0.0,197
1716,50.0,management,married,tertiary,deposit,0.0,938
1717,34.0,management,single,tertiary,deposit,0.0,1228
1718,54.0,technician,divorced,secondary,hipoteca__deposit,0.0,2156
1719,47.0,technician,married,tertiary,deposit,0.0,2408
1720,31.0,admin.,married,secondary,deposit,0.0,35
1721,36.0,management,married,tertiary,hipoteca__deposit,0.0,393
1722,35.0,services,married,unknown,deposit,0.0,618
1723,25.0,student,single,secondary,deposit,0.0,1608
1724,46.0,management,married,tertiary,deposit,0.0,699
1725,49.0,entrepreneur,single,secondary,deposit,0.0,5802
1726,47.0,blue-collar,married,primary,hipoteca__deposit,0.0,2749
1727,35.0,management,single,tertiary,deposit,0.0,1162
1728,30.0,technician,married,secondary,deposit,0.0,776
1729,31.0,management,single,tertiary,deposit,0.0,1619
1730,55.0,admin.,married,secondary,deposit,0.0,139
1731,25.0,admin.,single,secondary,deposit,0.0,2816
1732,26.0,technician,single,secondary,deposit,0.0,507
1733,85.0,retired,married,primary,deposit,0.0,98
1734,29.0,management,single,tertiary,deposit,0.0,2753
1735,39.0,management,married,tertiary,deposit,0.0,0
1736,33.0,blue-collar,single,secondary,deposit,0.0,498
1737,33.0,blue-collar,single,tertiary,deposit,0.0,700
1738,58.0,management,married,tertiary,hipoteca__deposit,0.0,4152
1739,61.0,retired,divorced,secondary,deposit,0.0,927
1740,50.0,admin.,single,secondary,deposit,0.0,2252
1741,54.0,technician,married,secondary,deposit,0.0,0
1742,33.0,technician,married,tertiary,deposit,0.0,0
1743,36.0,admin.,single,secondary,deposit,0.0,728
1744,31.0,management,single,tertiary,deposit,0.0,354
1745,24.0,student,single,secondary,deposit,0.0,382
1746,29.0,management,single,tertiary,hipoteca__deposit,0.0,36252
1747,40.0,management,married,tertiary,deposit,0.0,158
1748,29.0,blue-collar,single,secondary,hipoteca_credito_deposit,0.0,734
1749,30.0,admin.,single,tertiary,deposit,0.0,305
1750,45.0,blue-collar,married,secondary,deposit,0.0,10252
1751,37.0,management,single,tertiary,deposit,0.0,3141
1752,28.0,unemployed,single,primary,deposit,0.0,236
1753,33.0,management,single,tertiary,deposit,0.0,5437
1754,33.0,technician,married,secondary,deposit,0.0,133
1755,45.0,blue-collar,married,secondary,hipoteca__deposit,0.0,640
1756,25.0,student,single,tertiary,deposit,0.0,253
1757,41.0,blue-collar,married,secondary,deposit,0.0,5060
1758,38.0,technician,divorced,secondary,hipoteca__deposit,0.0,902
1759,47.0,technician,married,secondary,deposit,0.0,335
1760,49.0,management,married,tertiary,deposit,0.0,1
1761,42.0,admin.,single,secondary,hipoteca__deposit,0.0,1451
1762,33.0,technician,single,tertiary,hipoteca__deposit,0.0,1636
1763,36.0,admin.,married,tertiary,deposit,0.0,3221
1764,60.0,technician,married,secondary,deposit,0.0,316
1765,33.0,technician,married,secondary,hipoteca__deposit,0.0,2044
1766,33.0,technician,married,secondary,deposit,0.0,557
1767,33.0,services,single,secondary,hipoteca__deposit,0.0,489
1768,32.0,student,single,tertiary,deposit,0.0,1138
1769,36.0,self-employed,married,secondary,hipoteca_credito_deposit,0.0,188
1770,45.0,technician,married,secondary,deposit,0.0,1998
1771,35.0,management,married,tertiary,hipoteca__deposit,0.0,520
1772,38.0,management,divorced,tertiary,hipoteca__deposit,0.0,6368
1773,30.0,self-employed,married,tertiary,deposit,0.0,2666
1774,31.0,technician,married,secondary,hipoteca__deposit,0.0,4182
1775,32.0,self-employed,divorced,tertiary,deposit,0.0,3271
1776,44.0,self-employed,married,unknown,hipoteca__deposit,0.0,163
1777,39.0,management,single,tertiary,hipoteca__deposit,0.0,1515
1778,45.0,blue-collar,married,primary,hipoteca__deposit,0.0,803
1779,32.0,blue-collar,single,secondary,deposit,0.0,400
1780,39.0,management,single,tertiary,hipoteca__deposit,0.0,2454
1781,30.0,management,single,tertiary,deposit,0.0,533
1782,63.0,management,married,unknown,deposit,0.0,2352
1783,56.0,retired,married,primary,deposit,0.0,9367
1784,26.0,technician,single,secondary,hipoteca__deposit,0.0,237
1785,37.0,student,single,unknown,deposit,0.0,444
1786,29.0,management,single,tertiary,deposit,0.0,9407
1787,24.0,student,single,secondary,deposit,0.0,387
1788,35.0,entrepreneur,married,secondary,deposit,0.0,2971
1789,43.0,technician,married,tertiary,deposit,0.0,2643
1790,39.0,blue-collar,married,secondary,deposit,0.0,261
1791,59.0,retired,divorced,secondary,deposit,0.0,514
1792,50.0,blue-collar,married,primary,hipoteca__deposit,0.0,5872
1793,44.0,services,divorced,secondary,hipoteca__deposit,0.0,-368
1794,35.0,student,single,secondary,hipoteca__deposit,0.0,188
1795,30.0,blue-collar,married,secondary,hipoteca__deposit,0.0,61
1796,58.0,admin.,married,secondary,hipoteca_credito_deposit,0.0,2160
1797,37.0,management,married,tertiary,hipoteca__deposit,0.0,658
1798,39.0,management,married,tertiary,hipoteca__deposit,0.0,0
1799,31.0,blue-collar,single,secondary,hipoteca__deposit,0.0,196
1800,33.0,self-employed,single,tertiary,hipoteca__deposit,0.0,94
1801,41.0,management,married,tertiary,hipoteca__deposit,0.0,326
1802,44.0,services,married,secondary,hipoteca__deposit,0.0,-395
1803,46.0,blue-collar,married,unknown,hipoteca__deposit,0.0,9328
1804,30.0,technician,single,secondary,hipoteca_credito_deposit,0.0,-522
1805,35.0,admin.,married,secondary,hipoteca__deposit,0.0,1286
1806,27.0,admin.,married,secondary,hipoteca_credito_deposit,0.0,710
1807,39.0,technician,divorced,tertiary,deposit,1.0,3
1808,32.0,self-employed,single,tertiary,hipoteca__deposit,0.0,0
1809,37.0,technician,divorced,secondary,hipoteca__deposit,0.0,141
1810,31.0,technician,single,secondary,hipoteca_credito_deposit,0.0,53
1811,30.0,management,divorced,tertiary,hipoteca_credito_deposit,0.0,415
1812,34.0,entrepreneur,married,tertiary,hipoteca__deposit,0.0,0
1813,31.0,blue-collar,single,secondary,hipoteca_credito_deposit,0.0,1979
1814,27.0,admin.,married,secondary,hipoteca__deposit,0.0,0
1815,36.0,management,single,tertiary,hipoteca__deposit,0.0,7506
1816,32.0,admin.,married,secondary,hipoteca__deposit,0.0,752
1817,49.0,management,married,secondary,hipoteca__deposit,0.0,99
1818,29.0,admin.,single,secondary,hipoteca__deposit,0.0,266
1819,29.0,admin.,single,secondary,hipoteca__deposit,0.0,27
1820,28.0,blue-collar,single,secondary,hipoteca__deposit,0.0,524
1821,60.0,management,married,tertiary,hipoteca__deposit,0.0,5990
1822,33.0,management,married,secondary,hipoteca__deposit,0.0,3935
1823,35.0,management,married,tertiary,hipoteca__deposit,0.0,991
