"age";"job";"marital";"education";"balance";"housing";"deposit"
49;"services";"married";"secondary";2416;"yes";"yes"
30;"management";"single";"tertiary";424;"no";"yes"
35;"blue-collar";"single";"secondary";0;"yes";"yes"
44;"management";"married";"primary";294;"no";"yes"
42;"blue-collar";"married";"secondary";1598;"yes";"yes"
29;"management";"single";"tertiary";268;"no";"yes"
42;"technician";"divorced";"secondary";214;"no";"yes"
43;"management";"married";"tertiary";240;"yes";"yes"
36;"technician";"single";"secondary";2511;"yes";"yes"
36;"technician";"married";"tertiary";4596;"yes";"yes"
32;"services";"married";"secondary";1273;"yes";"yes"
54;"technician";"married";"secondary";3994;"no";"yes"
50;"management";"married";"tertiary";469;"no";"yes"
32;"technician";"single";"tertiary";932;"yes";"yes"
28;"student";"single";"tertiary";844;"no";"yes"
40;"services";"divorced";"primary";471;"yes";"yes"
34;"admin";"single";"secondary";63;"yes";"yes"
52;"retired";"divorced";"primary";-779;"yes";"yes"
35;"blue-collar";"married";"secondary";293;"yes";"yes"
32;"management";"divorced";"tertiary";294;"yes";"yes"
60;"management";"married";"tertiary";13546;"no";"yes"
34;"blue-collar";"married";"primary";329;"yes";"yes"
30;"admin";"single";"secondary";69;"yes";"yes"
39;"self-employed";"married";"tertiary";-3058;"yes";"yes"
40;"services";"single";"secondary";224;"yes";"yes"
38;"management";"married";"tertiary";165;"yes";"yes"
35;"management";"single";"tertiary";397;"yes";"yes"
37;"blue-collar";"married";"primary";3154;"yes";"yes"
29;"technician";"married";"secondary";1180;"yes";"yes"
36;"technician";"single";"secondary";-487;"yes";"yes"
34;"management";"married";"secondary";879;"yes";"yes"
33;"technician";"married";"secondary";806;"no";"yes"
29;"technician";"single";"secondary";674;"no";"yes"
33;"management";"married";"tertiary";0;"yes";"yes"
41;"self-employed";"married";"secondary";323;"yes";"yes"
74;"retired";"married";"secondary";921;"no";"yes"
53;"technician";"married";"secondary";5303;"yes";"yes"
38;"admin";"married";"secondary";0;"yes";"yes"
41;"technician";"married";"secondary";4004;"no";"yes"
52;"technician";"married";"secondary";386;"no";"yes"
40;"technician";"married";"primary";284;"yes";"yes"
32;"entrepreneur";"married";"secondary";-242;"yes";"yes"
28;"technician";"married";"secondary";1086;"yes";"yes"
28;"management";"single";"secondary";2840;"no";"yes"
35;"management";"married";"tertiary";43;"yes";"yes"
46;"management";"married";"primary";3229;"yes";"yes"
50;"unknown";"married";"primary";341;"yes";"yes"
44;"blue-collar";"single";"secondary";0;"no";"yes"
29;"blue-collar";"divorced";"secondary";-19;"yes";"yes"
61;"retired";"married";"secondary";243;"no";"yes"
70;"retired";"married";"secondary";2575;"no";"yes"
44;"blue-collar";"married";"secondary";105;"yes";"yes"
59;"management";"married";"tertiary";0;"yes";"yes"
45;"blue-collar";"married";"primary";-443;"yes";"yes"
39;"technician";"married";"tertiary";1524;"no";"yes"
36;"blue-collar";"married";"primary";1925;"yes";"yes"
78;"retired";"married";"primary";240;"no";"yes"
28;"technician";"single";"tertiary";387;"yes";"yes"
50;"self-employed";"divorced";"tertiary";13;"yes";"yes"
73;"retired";"divorced";"tertiary";3203;"no";"yes"
34;"management";"married";"tertiary";606;"no";"yes"
28;"student";"single";"secondary";0;"no";"yes"
42;"admin";"divorced";"secondary";527;"no";"yes"
54;"unemployed";"divorced";"secondary";309;"no";"yes"
27;"blue-collar";"married";"secondary";4333;"no";"yes"
73;"retired";"married";"primary";253;"no";"yes"
33;"management";"single";"tertiary";6807;"no";"yes"
51;"entrepreneur";"married";"tertiary";83;"no";"yes"
32;"management";"single";"tertiary";819;"yes";"yes"
33;"technician";"married";"secondary";1968;"yes";"yes"
26;"services";"single";"secondary";136;"no";"yes"
32;"technician";"single";"secondary";1995;"yes";"yes"
41;"blue-collar";"divorced";"primary";285;"yes";"yes"
24;"student";"single";"secondary";597;"yes";"yes"
37;"blue-collar";"divorced";"secondary";0;"yes";"yes"
35;"management";"single";"tertiary";1750;"yes";"yes"
26;"student";"single";"tertiary";10086;"no";"yes"
29;"technician";"single";"secondary";3466;"no";"yes"
95;"retired";"divorced";"primary";2282;"no";"yes"
65;"retired";"married";"tertiary";1973;"no";"yes"
59;"technician";"married";"secondary";10925;"no";"yes"
35;"management";"single";"tertiary";704;"no";"yes"
74;"retired";"married";"secondary";9480;"no";"yes"
56;"unemployed";"married";"primary";3391;"no";"yes"
26;"student";"single";"tertiary";1134;"no";"yes"
29;"self-employed";"married";"secondary";123;"no";"yes"
78;"retired";"married";"primary";8556;"no";"yes"
29;"blue-collar";"single";"secondary";2;"yes";"yes"
39;"admin";"married";"tertiary";1108;"no";"yes"
45;"management";"married";"tertiary";212;"no";"yes"
45;"technician";"married";"tertiary";5110;"no";"yes"
36;"student";"single";"secondary";17;"no";"yes"
38;"technician";"married";"secondary";0;"yes";"yes"
33;"admin";"married";"tertiary";882;"no";"yes"
30;"services";"married";"tertiary";81;"no";"yes"
65;"retired";"married";"primary";276;"no";"yes"
75;"retired";"married";"tertiary";2991;"no";"yes"
65;"management";"divorced";"tertiary";90;"yes";"yes"
53;"management";"married";"tertiary";3754;"no";"yes"
40;"management";"married";"primary";395;"yes";"yes"
31;"admin";"single";"tertiary";676;"yes";"yes"
25;"student";"single";"secondary";8;"no";"yes"
37;"technician";"married";"secondary";0;"yes";"yes"
32;"management";"single";"tertiary";2069;"no";"yes"
45;"management";"married";"tertiary";506;"no";"yes"
35;"management";"married";"tertiary";8;"no";"yes"
74;"retired";"married";"primary";670;"no";"yes"
37;"management";"married";"tertiary";0;"yes";"yes"
59;"blue-collar";"married";"primary";1939;"no";"yes"
25;"blue-collar";"single";"secondary";0;"no";"yes"
27;"services";"single";"secondary";955;"no";"yes"
39;"admin";"married";"secondary";732;"no";"yes"
28;"blue-collar";"single";"tertiary";4099;"no";"yes"
51;"management";"married";"tertiary";4917;"no";"yes"
66;"retired";"married";"primary";2883;"no";"yes"
28;"unemployed";"single";"primary";1374;"no";"yes"
30;"management";"single";"tertiary";398;"no";"yes"
58;"blue-collar";"married";"secondary";3027;"yes";"yes"
32;"management";"single";"tertiary";2974;"yes";"yes"
31;"technician";"single";"tertiary";1081;"no";"yes"
71;"technician";"married";"tertiary";383;"no";"yes"
37;"admin";"married";"tertiary";3913;"yes";"yes"
56;"management";"divorced";"tertiary";3287;"no";"yes"
65;"retired";"married";"primary";3629;"no";"yes"
72;"self-employed";"married";"tertiary";132;"no";"yes"
51;"admin";"single";"secondary";726;"yes";"yes"
35;"blue-collar";"married";"secondary";149;"yes";"yes"
34;"blue-collar";"married";"secondary";640;"yes";"yes"
29;"admin";"married";"secondary";7707;"yes";"yes"
30;"technician";"single";"tertiary";53;"no";"yes"
39;"technician";"single";"secondary";15;"yes";"yes"
45;"management";"married";"tertiary";242;"no";"yes"
28;"admin";"single";"secondary";377;"no";"yes"
52;"unemployed";"married";"secondary";94;"no";"yes"
59;"retired";"married";"primary";363;"no";"yes"
38;"services";"married";"secondary";1970;"yes";"yes"
47;"technician";"married";"secondary";1167;"yes";"yes"
52;"management";"married";"tertiary";193;"no";"yes"
38;"management";"married";"tertiary";0;"yes";"yes"
29;"student";"single";"secondary";78;"no";"yes"
36;"unemployed";"single";"tertiary";1291;"no";"yes"
58;"retired";"married";"tertiary";1425;"no";"yes"
31;"technician";"married";"tertiary";3382;"no";"yes"
59;"retired";"divorced";"secondary";5583;"yes";"yes"
47;"blue-collar";"married";"secondary";1230;"yes";"yes"
36;"admin";"married";"secondary";96;"no";"yes"
21;"student";"single";"secondary";224;"no";"yes"
23;"student";"single";"secondary";0;"no";"yes"
47;"blue-collar";"married";"secondary";1730;"yes";"yes"
29;"management";"single";"tertiary";697;"no";"yes"
25;"management";"single";"tertiary";943;"no";"yes"
37;"technician";"married";"secondary";1458;"no";"yes"
33;"admin";"married";"secondary";95;"yes";"yes"
59;"technician";"married";"secondary";2308;"no";"yes"
58;"management";"divorced";"tertiary";5701;"no";"yes"
48;"blue-collar";"married";"secondary";292;"no";"yes"
34;"self-employed";"married";"primary";7468;"yes";"yes"
54;"admin";"divorced";"secondary";1693;"no";"yes"
42;"technician";"married";"tertiary";757;"no";"yes"
42;"blue-collar";"married";"primary";201;"yes";"yes"
44;"self-employed";"divorced";"tertiary";1070;"yes";"yes"
37;"blue-collar";"married";"secondary";1330;"no";"yes"
29;"student";"single";"secondary";314;"no";"yes"
24;"management";"single";"tertiary";2845;"no";"yes"
34;"admin";"single";"secondary";-32;"no";"yes"
30;"management";"single";"tertiary";398;"no";"yes"
46;"technician";"married";"secondary";0;"no";"yes"
34;"services";"married";"secondary";1337;"no";"yes"
59;"retired";"married";"secondary";493;"no";"yes"
35;"management";"single";"tertiary";1750;"yes";"yes"
33;"technician";"married";"tertiary";4401;"no";"yes"
35;"management";"married";"tertiary";193;"yes";"yes"
37;"management";"married";"tertiary";5106;"no";"yes"
35;"admin";"single";"tertiary";994;"no";"yes"
38;"technician";"single";"tertiary";1101;"no";"yes"
42;"management";"married";"tertiary";6060;"yes";"yes"
33;"management";"married";"tertiary";55;"no";"yes"
53;"management";"married";"tertiary";1624;"no";"yes"
53;"services";"married";"secondary";341;"no";"yes"
31;"management";"single";"tertiary";2016;"no";"yes"
26;"admin";"single";"secondary";255;"no";"yes"
30;"technician";"single";"secondary";4684;"yes";"yes"
24;"admin";"single";"secondary";1052;"no";"yes"
28;"management";"single";"tertiary";1808;"no";"yes"
26;"unemployed";"single";"tertiary";3511;"no";"yes"
35;"technician";"married";"secondary";518;"yes";"yes"
28;"technician";"single";"secondary";227;"no";"yes"
30;"admin";"single";"secondary";270;"no";"yes"
32;"management";"married";"tertiary";4733;"no";"yes"
52;"self-employed";"married";"tertiary";6657;"no";"yes"
38;"management";"married";"tertiary";613;"no";"yes"
34;"self-employed";"single";"tertiary";5462;"no";"yes"
29;"technician";"single";"secondary";674;"no";"yes"
30;"management";"single";"tertiary";364;"no";"yes"
31;"services";"single";"secondary";181;"no";"yes"
24;"student";"single";"primary";474;"no";"yes"
25;"management";"single";"tertiary";219;"no";"yes"
47;"management";"single";"tertiary";86;"no";"yes"
34;"admin";"single";"tertiary";18;"yes";"yes"
36;"technician";"single";"tertiary";197;"no";"yes"
50;"management";"married";"tertiary";938;"no";"yes"
34;"management";"single";"tertiary";1228;"no";"yes"
54;"technician";"divorced";"secondary";2156;"yes";"yes"
47;"technician";"married";"tertiary";2408;"no";"yes"
31;"admin";"married";"secondary";35;"no";"yes"
36;"management";"married";"tertiary";393;"yes";"yes"
25;"student";"single";"secondary";1608;"no";"yes"
46;"management";"married";"tertiary";699;"no";"yes"
49;"entrepreneur";"single";"secondary";5802;"no";"yes"
47;"blue-collar";"married";"primary";2749;"yes";"yes"
35;"management";"single";"tertiary";1162;"no";"yes"
30;"technician";"married";"secondary";776;"no";"yes"
31;"management";"single";"tertiary";1619;"no";"yes"
55;"admin";"married";"secondary";139;"no";"yes"
25;"admin";"single";"secondary";2816;"no";"yes"
26;"technician";"single";"secondary";507;"no";"yes"
85;"retired";"married";"primary";98;"no";"yes"
29;"management";"single";"tertiary";2753;"no";"yes"
39;"management";"married";"tertiary";0;"no";"yes"
33;"blue-collar";"single";"secondary";498;"no";"yes"
33;"blue-collar";"single";"tertiary";700;"no";"yes"
58;"management";"married";"tertiary";4152;"yes";"yes"
61;"retired";"divorced";"secondary";927;"no";"yes"
50;"admin";"single";"secondary";2252;"no";"yes"
54;"technician";"married";"secondary";0;"no";"yes"
33;"technician";"married";"tertiary";0;"no";"yes"
36;"admin";"single";"secondary";728;"no";"yes"
31;"management";"single";"tertiary";354;"no";"yes"
24;"student";"single";"secondary";382;"no";"yes"
29;"management";"single";"tertiary";36252;"yes";"yes"
40;"management";"married";"tertiary";158;"no";"yes"
29;"blue-collar";"single";"secondary";734;"yes";"yes"
30;"admin";"single";"tertiary";305;"no";"yes"
45;"blue-collar";"married";"secondary";10252;"no";"yes"
37;"management";"single";"tertiary";3141;"no";"yes"
28;"unemployed";"single";"primary";236;"no";"yes"
33;"management";"single";"tertiary";5437;"no";"yes"
33;"technician";"married";"secondary";133;"no";"yes"
45;"blue-collar";"married";"secondary";640;"yes";"yes"
25;"student";"single";"tertiary";253;"no";"yes"
41;"blue-collar";"married";"secondary";5060;"no";"yes"
38;"technician";"divorced";"secondary";902;"yes";"yes"
47;"technician";"married";"secondary";335;"no";"yes"
49;"management";"married";"tertiary";1;"no";"yes"
42;"admin";"single";"secondary";1451;"yes";"yes"
33;"technician";"single";"tertiary";1636;"yes";"yes"
36;"admin";"married";"tertiary";3221;"no";"yes"
60;"technician";"married";"secondary";316;"no";"yes"
33;"technician";"married";"secondary";2044;"yes";"yes"
33;"technician";"married";"secondary";557;"no";"yes"
33;"services";"single";"secondary";489;"yes";"yes"
32;"student";"single";"tertiary";1138;"no";"yes"
36;"self-employed";"married";"secondary";188;"yes";"yes"
45;"technician";"married";"secondary";1998;"no";"yes"
35;"management";"married";"tertiary";520;"yes";"yes"
38;"management";"divorced";"tertiary";6368;"yes";"yes"
30;"self-employed";"married";"tertiary";2666;"no";"yes"
31;"technician";"married";"secondary";4182;"yes";"yes"
32;"self-employed";"divorced";"tertiary";3271;"no";"yes"
39;"management";"single";"tertiary";1515;"yes";"yes"
45;"blue-collar";"married";"primary";803;"yes";"yes"
32;"blue-collar";"single";"secondary";400;"no";"yes"
39;"management";"single";"tertiary";2454;"yes";"yes"
30;"management";"single";"tertiary";533;"no";"yes"
56;"retired";"married";"primary";9367;"no";"yes"
26;"technician";"single";"secondary";237;"yes";"yes"
29;"management";"single";"tertiary";9407;"no";"yes"
24;"student";"single";"secondary";387;"no";"yes"
35;"entrepreneur";"married";"secondary";2971;"no";"yes"
43;"technician";"married";"tertiary";2643;"no";"yes"
39;"blue-collar";"married";"secondary";261;"no";"yes"
59;"retired";"divorced";"secondary";514;"no";"yes"
50;"blue-collar";"married";"primary";5872;"yes";"yes"
44;"services";"divorced";"secondary";-368;"yes";"yes"
35;"student";"single";"secondary";188;"yes";"yes"
30;"blue-collar";"married";"secondary";61;"yes";"yes"
58;"admin";"married";"secondary";2160;"yes";"yes"
37;"management";"married";"tertiary";658;"yes";"yes"
39;"management";"married";"tertiary";0;"yes";"yes"
31;"blue-collar";"single";"secondary";196;"yes";"yes"
33;"self-employed";"single";"tertiary";94;"yes";"yes"
41;"management";"married";"tertiary";326;"yes";"yes"
44;"services";"married";"secondary";-395;"yes";"yes"
30;"technician";"single";"secondary";-522;"yes";"yes"
35;"admin";"married";"secondary";1286;"yes";"yes"
27;"admin";"married";"secondary";710;"yes";"yes"
39;"technician";"divorced";"tertiary";3;"no";"yes"
32;"self-employed";"single";"tertiary";0;"yes";"yes"
37;"technician";"divorced";"secondary";141;"yes";"yes"
31;"technician";"single";"secondary";53;"yes";"yes"
30;"management";"divorced";"tertiary";415;"yes";"yes"
34;"entrepreneur";"married";"tertiary";0;"yes";"yes"
31;"blue-collar";"single";"secondary";1979;"yes";"yes"
27;"admin";"married";"secondary";0;"yes";"yes"
36;"management";"single";"tertiary";7506;"yes";"yes"
32;"admin";"married";"secondary";752;"yes";"yes"
49;"management";"married";"secondary";99;"yes";"yes"
29;"admin";"single";"secondary";266;"yes";"yes"
29;"admin";"single";"secondary";27;"yes";"yes"
28;"blue-collar";"single";"secondary";524;"yes";"yes"
60;"management";"married";"tertiary";5990;"yes";"yes"
33;"management";"married";"secondary";3935;"yes";"yes"
35;"management";"married";"tertiary";991;"yes";"yes"
31;"management";"single";"tertiary";59;"yes";"yes"
40;"management";"married";"tertiary";1598;"yes";"yes"
29;"management";"married";"tertiary";0;"yes";"yes"
35;"management";"married";"tertiary";802;"yes";"yes"
32;"management";"married";"tertiary";2465;"yes";"yes"
26;"management";"single";"tertiary";114;"yes";"yes"
42;"blue-collar";"married";"primary";1461;"yes";"yes"
33;"admin";"single";"tertiary";475;"yes";"yes"
36;"management";"single";"tertiary";4;"yes";"yes"
35;"management";"single";"tertiary";1618;"yes";"yes"
30;"services";"single";"secondary";-271;"yes";"yes"
59;"admin";"single";"secondary";2166;"yes";"yes"
44;"blue-collar";"married";"primary";4031;"yes";"yes"
50;"services";"married";"primary";5024;"yes";"yes"
51;"technician";"married";"secondary";-1944;"yes";"yes"
51;"admin";"married";"secondary";3025;"no";"yes"
29;"technician";"single";"tertiary";0;"yes";"yes"
43;"management";"married";"tertiary";1429;"yes";"yes"
31;"admin";"single";"secondary";0;"yes";"yes"
26;"blue-collar";"single";"secondary";311;"yes";"yes"
23;"housemaid";"married";"tertiary";66;"yes";"yes"
49;"blue-collar";"single";"primary";2146;"yes";"yes"
42;"unemployed";"married";"secondary";356;"yes";"yes"
